Locus Tag	Entry	Protein names	Gene Names
HPNEBIAD_00002	P55511	VapC ribonuclease Y4jK (RNase Y4jK) (EC 3.1.-.-) (Putative plasmid stability protein Y4jK) (Toxin Y4jK)	NGR_a03040 y4jK
HPNEBIAD_00002	P55511	VapC ribonuclease Y4jK (RNase Y4jK) (EC 3.1.-.-) (Putative plasmid stability protein Y4jK) (Toxin Y4jK)	NGR_a03040 y4jK
HPNEBIAD_00003	J8H9C1	Endonuclease GajA (EC 3.1.-.-) (Gabija protein GajA) (Nicking endonuclease GajA)	gajA IIE_04982
HPNEBIAD_00003	C3LP87	DNA replication and repair protein RecF	recF VCM66_0014
HPNEBIAD_00003	Q9KVX4	DNA replication and repair protein RecF	recF VC_0014
HPNEBIAD_00003	A5F493	DNA replication and repair protein RecF	recF VC0395_A2505 VC395_0166
HPNEBIAD_00003	Q9CLQ6	DNA replication and repair protein RecF	recF PM1159
HPNEBIAD_00003	Q65VB6	DNA replication and repair protein RecF	recF MS0487
HPNEBIAD_00003	A9KPP4	DNA replication and repair protein RecF	recF Cphy_0004
HPNEBIAD_00003	Q7VMW3	DNA replication and repair protein RecF	recF HD_0849
HPNEBIAD_00003	P0DV91	Retron Ec78 probable ATPase	Ga0100609_101823
HPNEBIAD_00003	P73532	DNA replication and repair protein RecF	recF sll1277
HPNEBIAD_00005	P59843	Insertion element IS1 protein InsB	insB HD_1970
HPNEBIAD_00005	A0A385XJL4	Insertion element IS1 9 protein InsB (IS1i)	insB9 b4710
HPNEBIAD_00005	P0CF30	Insertion element IS1 8 protein InsB	JW2285
HPNEBIAD_00005	P0CF29	Insertion element IS1 6 protein InsB (IS1e)	insB6 b3445 JW3409
HPNEBIAD_00005	P0CF28	Insertion element IS1 5 protein InsB (IS1h)	insB5 b1893
HPNEBIAD_00005	P0CF25	Insertion element IS1 1 protein InsB (IS1a)	insB1 b0021 JW0020
HPNEBIAD_00005	P0CF31	Insertion element IS1 protein InsB	insB
HPNEBIAD_00005	P57998	Insertion element IS1 4 protein InsB (IS1d)	insB4 b0988 JW0972
HPNEBIAD_00005	P0CF27	Insertion element IS1 3 protein InsB (IS1c)	insB3 b0274 JW0268
HPNEBIAD_00005	P0CF26	Insertion element IS1 2 protein InsB (IS1b)	insB2 b0264 JW0256
HPNEBIAD_00007	Q9PBR9	Antitoxin ParD	parD XF_2071
HPNEBIAD_00007	P58093	Antitoxin ParD	parD VC_A0360.1
HPNEBIAD_00007	P0C2N3	Antitoxin ParD	parD
HPNEBIAD_00007	A1JUB1	Antitoxin ParD	parD YEP0058
HPNEBIAD_00007	P58091	Antitoxin ParD1	parD1 CC_0874
HPNEBIAD_00007	Q9ZGW3	Antitoxin ParD	parD YPCD1.09c y5065 y0074 YP_pCD78
HPNEBIAD_00007	P58092	Antitoxin ParD	parD Z0509 ECs0461
HPNEBIAD_00007	P67299	Antitoxin ParD	parD BQ2027_MB1995C
HPNEBIAD_00007	P9WIJ7	Antitoxin ParD1	parD1 Rv1960c MTCY09F9.04
HPNEBIAD_00007	P9WIJ6	Antitoxin ParD1	parD1 MT2009
HPNEBIAD_00009	P11907	Uncharacterized 11.1 kDa protein (ORF 1)	
HPNEBIAD_00010	Q9AA09	Toxin RelE1	relE1 CC_0802
HPNEBIAD_00011	P55533	Uncharacterized protein y4kO	NGR_a02810 y4kO
HPNEBIAD_00012	P77732	Uncharacterized HTH-type transcriptional regulator RhmR	rhmR yfaX b2248 JW2242
HPNEBIAD_00012	P39360	Uncharacterized HTH-type transcriptional regulator YjhI	yjhI b4299 JW4261
HPNEBIAD_00012	P77300	HTH-type transcriptional regulator XynR (Regulator of xylonate catabolism)	xynR yagI b0272 JW0265
HPNEBIAD_00012	P76268	HTH-type transcriptional regulator KdgR	kdgR yebP b1827 JW1816
HPNEBIAD_00012	P37728	HTH-type transcriptional regulator KdgR (Pectin degradation repressor protein KdgR)	kdgR
HPNEBIAD_00012	P42968	HTH-type transcriptional regulator KipR (Kip operon repressor protein)	kipR ycsO BSU04100
HPNEBIAD_00012	D4GP42	HTH-type transcriptional regulator XacR (Pentose-specific regulator XacR)	xacR HVO_B0040
HPNEBIAD_00012	P16528	Transcriptional repressor IclR (Acetate operon repressor)	iclR b4018 JW3978
HPNEBIAD_00012	A1B8Z4	HTH-type transcriptional regulator BhcR (Bhc regulatory protein)	bhcR Pden_3922
HPNEBIAD_00012	P17430	Acetate operon repressor	iclR STM4187
HPNEBIAD_00013	A7ZUC3	2-keto-3-deoxygluconate permease (KDG permease)	kdgT EcE24377A_4443
HPNEBIAD_00013	P0A714	2-keto-3-deoxygluconate permease (KDG permease)	kdgT SF3986 S3762
HPNEBIAD_00013	P0A712	2-keto-3-deoxygluconate permease (KDG permease) (3-deoxy-2-oxo-D-gluconate-transport system)	kdgT b3909 JW5560
HPNEBIAD_00013	B1IVG9	2-keto-3-deoxygluconate permease (KDG permease)	kdgT EcolC_4108
HPNEBIAD_00013	P0A713	2-keto-3-deoxygluconate permease (KDG permease)	kdgT c4861
HPNEBIAD_00013	Q0TAF4	2-keto-3-deoxygluconate permease (KDG permease)	kdgT ECP_4119
HPNEBIAD_00013	A8A714	2-keto-3-deoxygluconate permease (KDG permease)	kdgT EcHS_A4140
HPNEBIAD_00013	B1XB76	2-keto-3-deoxygluconate permease (KDG permease)	kdgT ECDH10B_4099
HPNEBIAD_00013	C5A077	2-keto-3-deoxygluconate permease (KDG permease)	kdgT BWG_3579
HPNEBIAD_00013	B7M6W1	2-keto-3-deoxygluconate permease (KDG permease)	kdgT ECIAI1_4115
HPNEBIAD_00014	P40431	RutC family protein in vnfA 5'region (ORF1)	
HPNEBIAD_00014	A0A1J1DL12	2-iminobutanoate/2-iminopropanoate deaminase (EC 3.5.99.10) (Allergen Der f 34) (Enamine/imine deaminase) (allergen Der f 34.0101)	MAG133
HPNEBIAD_00014	O58584	RutC family protein PH0854	PH0854 PHAL028
HPNEBIAD_00014	Q9UZA3	RutC family protein PYRAB12510	PYRAB12510 PAB0825
HPNEBIAD_00014	Q8U308	2-iminobutanoate/2-iminopropanoate deaminase (EC 3.5.99.10) (Enamine/imine deaminase)	ridA PF0668
HPNEBIAD_00014	Q973T6	RutC family protein STK_08110	STK_08110
HPNEBIAD_00014	Q97U19	RutC family protein SSO3206	SSO3206
HPNEBIAD_00014	P52760	2-iminobutanoate/2-iminopropanoate deaminase (EC 3.5.99.10) (Heat-responsive protein 12) (Reactive intermediate imine deaminase A homolog) (Translation inhibitor L-PSP ribonuclease)	Rida Hrp12
HPNEBIAD_00014	P52759	2-iminobutanoate/2-iminopropanoate deaminase (EC 3.5.99.10) (Liver perchloric acid-soluble protein) (L-PSP) (Reactive intermediate imine deaminase A homolog) (Translation inhibitor L-PSP ribonuclease) (UK114 antigen homolog) (rp14.5)	Rida Psp1
HPNEBIAD_00014	P52758	2-iminobutanoate/2-iminopropanoate deaminase (EC 3.5.99.10) (14.5 kDa translational inhibitor protein) (hp14.5) (p14.5) (Heat-responsive protein 12) (Reactive intermediate imine deaminase A homolog) (Translation inhibitor L-PSP ribonuclease) (UK114 antigen homolog)	RIDA HRSP12
HPNEBIAD_00015	P39359	Probable 2-dehydro-3-deoxy-D-pentonate aldolase YjhH (EC 4.1.2.28)	yjhH b4298 JW5775
HPNEBIAD_00015	P75682	Putative 2-dehydro-3-deoxy-D-gluconate aldolase YagE (KDG aldolase YagE) (EC 4.1.2.51) (Putative 2-dehydro-3-deoxy-D-pentonate aldolase YagE) (EC 4.1.2.28)	yagE b0268 JW0261
HPNEBIAD_00015	O58577	Uncharacterized DapA-like lyase PH0847 (EC 4.-.-.-)	dapAL PH0847
HPNEBIAD_00015	B6YU51	Uncharacterized DapA-like lyase TON_0506 (EC 4.-.-.-)	dapAL TON_0506
HPNEBIAD_00015	Q5JGK8	Uncharacterized DapA-like lyase TK1237 (EC 4.-.-.-)	dapAL TK1237
HPNEBIAD_00015	Q9UZ94	Uncharacterized DapA-like lyase PYRAB12600 (EC 4.-.-.-)	dapAL dapA PYRAB12600 PAB0832
HPNEBIAD_00015	A1S0T1	Uncharacterized DapA-like lyase Tpen_1666 (EC 4.-.-.-)	dapAL Tpen_1666
HPNEBIAD_00015	Q8U319	Uncharacterized DapA-like lyase PF0657 (EC 4.-.-.-)	dapAL PF0657
HPNEBIAD_00015	C6BSH4	4-hydroxy-tetrahydrodipicolinate synthase (HTPA synthase) (EC 4.3.3.7)	dapA Desal_1588
HPNEBIAD_00015	Q310Q2	4-hydroxy-tetrahydrodipicolinate synthase (HTPA synthase) (EC 4.3.3.7)	dapA Dde_1797
HPNEBIAD_00016	P0DUG0	Alkaline phosphatase-like protein BrxZ (BREX protein PglZ)	pglZ brxZ EcHS_A0340
HPNEBIAD_00016	P27250	Aldehyde reductase Ahr (EC 1.1.1.2) (Zinc-dependent alcohol dehydrogenase Ahr)	ahr yjgB b4269 JW5761
HPNEBIAD_00016	P27250	Aldehyde reductase Ahr (EC 1.1.1.2) (Zinc-dependent alcohol dehydrogenase Ahr)	ahr yjgB b4269 JW5761
HPNEBIAD_00017	P27250	Aldehyde reductase Ahr (EC 1.1.1.2) (Zinc-dependent alcohol dehydrogenase Ahr)	ahr yjgB b4269 JW5761
HPNEBIAD_00017	P27250	Aldehyde reductase Ahr (EC 1.1.1.2) (Zinc-dependent alcohol dehydrogenase Ahr)	ahr yjgB b4269 JW5761
HPNEBIAD_00017	P74721	Aldehyde reductase AdhA (EC 1.1.1.2) (Alcohol dehydrogenase AdhA)	adhA slr1192
HPNEBIAD_00017	Q0JA75	Cinnamyl alcohol dehydrogenase 7 (OsCAD7) (EC 1.1.1.195) (Protein FLEXIBLE CULM 1)	CAD7 FC1 Os04g0612700 LOC_Os04g52280 OSJNBa0070C17.13
HPNEBIAD_00017	Q6V4H0	8-hydroxygeraniol dehydrogenase (Cr10HGO) (EC 1.1.1.324)	10HGO
HPNEBIAD_00017	P42327	Alcohol dehydrogenase (ADH) (EC 1.1.1.1)	adh
HPNEBIAD_00017	Q9SJ25	Cinnamyl alcohol dehydrogenase 2 (AtCAD2) (EC 1.1.1.195)	CAD2 CAD7 CADE LCAD-E At2g21730 F7D8.5
HPNEBIAD_00017	P93257	Probable mannitol dehydrogenase (EC 1.1.1.255) (NAD-dependent mannitol dehydrogenase)	ELI3
HPNEBIAD_00017	Q9SJ10	Cinnamyl alcohol dehydrogenase 3 (AtCAD3) (EC 1.1.1.195)	CAD3 CAD8 CADF LCAD-F At2g21890 F7D8.21
HPNEBIAD_00017	Q2KNL6	Geraniol dehydrogenase 1 (ObaGEDH1) (EC 1.1.1.183)	GEDH1
HPNEBIAD_00017	Q43137	Probable mannitol dehydrogenase 1 (EC 1.1.1.255) (NAD-dependent mannitol dehydrogenase 1)	CAD1
HPNEBIAD_00018	O32155	Probable ABC transporter permease protein YurN	yurN BSU32590
HPNEBIAD_00018	Q1CNC8	sn-glycerol-3-phosphate transport system permease protein UgpA	ugpA YPN_0169 YP516_0134
HPNEBIAD_00018	Q7CKV6	sn-glycerol-3-phosphate transport system permease protein UgpA	ugpA YPO3795 y0435 YP_3254
HPNEBIAD_00018	Q1CBH4	sn-glycerol-3-phosphate transport system permease protein UgpA	ugpA YPA_0229
HPNEBIAD_00018	A1JID8	sn-glycerol-3-phosphate transport system permease protein UgpA	ugpA YE0242
HPNEBIAD_00018	Q66FU6	sn-glycerol-3-phosphate transport system permease protein UgpA	ugpA YPTB0239
HPNEBIAD_00018	P10905	sn-glycerol-3-phosphate transport system permease protein UgpA	ugpA b3452 JW3417
HPNEBIAD_00018	Q83PU6	sn-glycerol-3-phosphate transport system permease protein UgpA	ugpA SF3470 S4293
HPNEBIAD_00018	Q0SZM0	sn-glycerol-3-phosphate transport system permease protein UgpA	ugpA SFV_3455
HPNEBIAD_00018	Q8FCQ0	sn-glycerol-3-phosphate transport system permease protein UgpA	ugpA c4241
HPNEBIAD_00019	Q9KEE9	Arabinooligosaccharides transport system permease protein AraQ	araQ BH0903
HPNEBIAD_00019	O32154	Probable ABC transporter permease protein YurM	yurM BSU32580
HPNEBIAD_00019	O31520	Probable ABC transporter permease protein YesQ	yesQ BSU06990
HPNEBIAD_00019	P29824	Lactose transport system permease protein LacG	lacG
HPNEBIAD_00019	P94530	Arabinooligosaccharides transport system permease protein AraQ	araQ yseE BSU28730
HPNEBIAD_00019	O50501	Diacetylchitobiose uptake system permease protein NgcG	ngcG SCO6007
HPNEBIAD_00019	P37729	Probable starch degradation products transport system permease protein AmyC	amyC
HPNEBIAD_00019	Q8Z246	sn-glycerol-3-phosphate transport system permease protein UgpE	ugpE STY4256 t3966
HPNEBIAD_00019	O07011	Galactooligosaccharides transport system permease protein GanQ	ganQ yvfM BSU34140
HPNEBIAD_00019	Q0SZM1	sn-glycerol-3-phosphate transport system permease protein UgpE	ugpE SFV_3454
HPNEBIAD_00020	Q6XBH1	Glycerophosphodiester phosphodiesterase GpdQ (GDPD) (Glycerophosphoryl diester phosphodiesterase) (EC 3.1.4.46) (Glycerophosphodiesterase) (Glycerophosphorylethanolamine phosphodiesterase) (GPE phosphodiesterase)	gpdQ ph
HPNEBIAD_00020	E3GCF1	Glycerophosphodiester phosphodiesterase GpdQ (GDPD) (Glycerophosphoryl diester phosphodiesterase) (EC 3.1.4.46) (Glycerophosphodiesterase) (Glycerophosphorylethanolamine phosphodiesterase) (GPE phosphodiesterase)	gpdQ Entcl_3882
HPNEBIAD_00020	D5V0N9	Probable glycerophosphodiester phosphodiesterase GpdQ (GDPD) (Glycerophosphoryl diester phosphodiesterase) (EC 3.1.4.46) (Glycerophosphodiesterase) (Glycerophosphorylethanolamine phosphodiesterase) (GPE phosphodiesterase)	gpdQ Arnit_2199
HPNEBIAD_00020	Q93GX3	Probable glycerophosphodiester phosphodiesterase GpdQ (GDPD) (Glycerophosphoryl diester phosphodiesterase) (EC 3.1.4.46) (Glycerophosphodiesterase) (Glycerophosphorylethanolamine phosphodiesterase) (GPE phosphodiesterase)	gpdQ cpdA SAV_1247
HPNEBIAD_00020	Q8YLG0	3',5'-cyclic-nucleotide phosphodiesterase alr5338 (EC 3.1.4.17)	alr5338
HPNEBIAD_00020	P9WP65	cAMP/cGMP dual specificity phosphodiesterase Rv0805 (EC 3.1.4.16) (EC 3.1.4.17) (2',3'-cyclic-nucleotide phosphodiesterase) (3',5'-cyclic-nucleotide phosphodiesterase) (Cyclic nucleotide phosphodiesterase)	Rv0805
HPNEBIAD_00020	P9WP64	cAMP/cGMP dual specificity phosphodiesterase MT0825 (EC 3.1.4.16) (EC 3.1.4.17) (2',3'-cyclic-nucleotide phosphodiesterase) (3',5'-cyclic-nucleotide phosphodiesterase)	icc MT0825
HPNEBIAD_00020	Q6NDI4	Probable cyclic nucleotide phosphodiesterase RPA0124 (EC 3.1.4.-)	RPA0124
HPNEBIAD_00020	D4P095	3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA (3',5'-cyclic AMP phosphodiesterase) (cAMP phosphodiesterase) (EC 3.1.4.53)	cpdA
HPNEBIAD_00020	C1A2D8	Probable cyclic nucleotide phosphodiesterase RER_40650 (EC 3.1.4.-)	RER_40650
HPNEBIAD_00021	A1JIE0	sn-glycerol-3-phosphate import ATP-binding protein UgpC (EC 7.6.2.10)	ugpC YE0244
HPNEBIAD_00021	P10907	sn-glycerol-3-phosphate import ATP-binding protein UgpC (EC 7.6.2.10)	ugpC b3450 JW3415
HPNEBIAD_00021	Q31VH5	sn-glycerol-3-phosphate import ATP-binding protein UgpC (EC 7.6.2.10)	ugpC SBO_3446
HPNEBIAD_00021	Q3YW77	sn-glycerol-3-phosphate import ATP-binding protein UgpC (EC 7.6.2.10)	ugpC SSON_3688
HPNEBIAD_00021	Q9L0Q1	Diacetylchitobiose uptake system ATP-binding protein MsiK (EC 7.5.2.-)	msiK SCO4240
HPNEBIAD_00021	Q66FU4	sn-glycerol-3-phosphate import ATP-binding protein UgpC (EC 7.6.2.10)	ugpC YPTB0241
HPNEBIAD_00021	Q1CNC6	sn-glycerol-3-phosphate import ATP-binding protein UgpC (EC 7.6.2.10)	ugpC YPN_0171 YP516_0136
HPNEBIAD_00021	Q74R28	sn-glycerol-3-phosphate import ATP-binding protein UgpC (EC 7.6.2.10)	ugpC YPO3793 y0437 YP_3256
HPNEBIAD_00021	Q1CBH2	sn-glycerol-3-phosphate import ATP-binding protein UgpC (EC 7.6.2.10)	ugpC YPA_0231
HPNEBIAD_00021	Q8X6U5	sn-glycerol-3-phosphate import ATP-binding protein UgpC (EC 7.6.2.10)	ugpC Z4818 ECs4296
HPNEBIAD_00022	Q66FU7	sn-glycerol-3-phosphate-binding periplasmic protein UgpB	ugpB YPTB0238
HPNEBIAD_00022	Q1CNC9	sn-glycerol-3-phosphate-binding periplasmic protein UgpB	ugpB YPN_0168 YP516_0133
HPNEBIAD_00022	Q7CKV7	sn-glycerol-3-phosphate-binding periplasmic protein UgpB	ugpB YPO3796 y0434 YP_3253
HPNEBIAD_00022	Q1CBH5	sn-glycerol-3-phosphate-binding periplasmic protein UgpB	ugpB YPA_0228
HPNEBIAD_00022	Q6CZ31	sn-glycerol-3-phosphate-binding periplasmic protein UgpB	ugpB ECA4322
HPNEBIAD_00022	A1JID7	sn-glycerol-3-phosphate-binding periplasmic protein UgpB	ugpB YE0241
HPNEBIAD_00022	Q1R5H5	sn-glycerol-3-phosphate-binding periplasmic protein UgpB	ugpB UTI89_C3960
HPNEBIAD_00022	Q8CVL9	sn-glycerol-3-phosphate-binding periplasmic protein UgpB	ugpB c4242
HPNEBIAD_00022	Q0TC07	sn-glycerol-3-phosphate-binding periplasmic protein UgpB	ugpB ECP_3546
HPNEBIAD_00022	A1AGY4	sn-glycerol-3-phosphate-binding periplasmic protein UgpB	ugpB Ecok1_34300 APECO1_3006
HPNEBIAD_00023	Q46731	Transposase for transposon Tn5 (EC 3.1.-.-) (Tnp)	tnpA tnp
HPNEBIAD_00024	Q00037	Transposase for transposon gamma-delta (Transposon Tn1000 transposase)	tnpA ECOK12F010
HPNEBIAD_00024	Q00037	Transposase for transposon gamma-delta (Transposon Tn1000 transposase)	tnpA ECOK12F010
HPNEBIAD_00024	Q00037	Transposase for transposon gamma-delta (Transposon Tn1000 transposase)	tnpA ECOK12F010
HPNEBIAD_00024	Q00037	Transposase for transposon gamma-delta (Transposon Tn1000 transposase)	tnpA ECOK12F010
HPNEBIAD_00024	Q00037	Transposase for transposon gamma-delta (Transposon Tn1000 transposase)	tnpA ECOK12F010
HPNEBIAD_00024	P03008	Transposase for transposon Tn3	tnpA
HPNEBIAD_00024	P03008	Transposase for transposon Tn3	tnpA
HPNEBIAD_00024	P03008	Transposase for transposon Tn3	tnpA
HPNEBIAD_00024	P03008	Transposase for transposon Tn3	tnpA
HPNEBIAD_00024	P03008	Transposase for transposon Tn3	tnpA
HPNEBIAD_00024	P20189	Transposase for transposon Tn4556	tnpA
HPNEBIAD_00024	P20189	Transposase for transposon Tn4556	tnpA
HPNEBIAD_00024	P20189	Transposase for transposon Tn4556	tnpA
HPNEBIAD_00024	P20189	Transposase for transposon Tn4556	tnpA
HPNEBIAD_00025	P16942	Transposase for insertion sequence element IS629	
HPNEBIAD_00025	P16942	Transposase for insertion sequence element IS629	
HPNEBIAD_00025	P9WKH9	Putative transposase for insertion sequence element IS986/IS6110 (ORFB)	Rv0796 MTV042.06; Rv1369c MTCY02B12.03c; Rv1756c MTCY28.22c; Rv1764 MTCY28.30; Rv2106 MTCY261.02; Rv2167c MTCY270.01; Rv2279 MTCY339.31c; Rv2355 MTCY98.24; Rv2479c MTV008.35c; Rv2649 MTCY441.18; Rv2814c MTCY16B7.29; Rv3185 MTV014.29; Rv3187 MTV014.31; Rv3326 MTV016.26; Rv3380c MTV004.38c; Rv3475 MTCY13E12.28
HPNEBIAD_00025	P9WKH9	Putative transposase for insertion sequence element IS986/IS6110 (ORFB)	Rv0796 MTV042.06; Rv1369c MTCY02B12.03c; Rv1756c MTCY28.22c; Rv1764 MTCY28.30; Rv2106 MTCY261.02; Rv2167c MTCY270.01; Rv2279 MTCY339.31c; Rv2355 MTCY98.24; Rv2479c MTV008.35c; Rv2649 MTCY441.18; Rv2814c MTCY16B7.29; Rv3185 MTV014.29; Rv3187 MTV014.31; Rv3326 MTV016.26; Rv3380c MTV004.38c; Rv3475 MTCY13E12.28
HPNEBIAD_00025	A5TY79	Putative transposase for insertion sequence element IS986/IS6110 (ORFB)	MRA_0011; MRA_0806; MRA_1379; MRA_1767; MRA_1769; MRA_1778; MRA_2121; MRA_2182; MRA_2298; MRA_2379; MRA_2504; MRA_2838; MRA_3219; MRA_3368; MRA_3420; MRA_3515
HPNEBIAD_00025	A5TY79	Putative transposase for insertion sequence element IS986/IS6110 (ORFB)	MRA_0011; MRA_0806; MRA_1379; MRA_1767; MRA_1769; MRA_1778; MRA_2121; MRA_2182; MRA_2298; MRA_2379; MRA_2504; MRA_2838; MRA_3219; MRA_3368; MRA_3420; MRA_3515
HPNEBIAD_00025	P59800	Putative transposase for insertion sequence element IS986/IS6110	BQ2027_MB2838C
HPNEBIAD_00025	P59800	Putative transposase for insertion sequence element IS986/IS6110	BQ2027_MB2838C
HPNEBIAD_00025	P9WKH8	Putative transposase for insertion sequence element IS986/IS6110 (ORFB)	MT1803; MT2881; MT0413; MT3100
HPNEBIAD_00025	P9WKH8	Putative transposase for insertion sequence element IS986/IS6110 (ORFB)	MT1803; MT2881; MT0413; MT3100
HPNEBIAD_00025	P11257	Transposase for insertion sequence element IS3411	
HPNEBIAD_00025	P11257	Transposase for insertion sequence element IS3411	
HPNEBIAD_00025	P35878	Transposase for insertion sequence element IS904	nisX1 LL0137 L0458; nisX2 LL0140 L0459; nisX3 LL0637 L0461; nisX4 LL0822 L0462; nisX5 LL2145 L0465
HPNEBIAD_00025	P35878	Transposase for insertion sequence element IS904	nisX1 LL0137 L0458; nisX2 LL0140 L0459; nisX3 LL0637 L0461; nisX4 LL0822 L0462; nisX5 LL2145 L0465
HPNEBIAD_00025	P0CF85	Transposase InsF for insertion sequence IS3	insF
HPNEBIAD_00025	P0CF84	Transposase InsF for insertion sequence IS3fA	insF6 yaaB ECOK12F002
HPNEBIAD_00025	P0CF83	Transposase InsF for insertion sequence IS3E	insF5 b2089 JW2073
HPNEBIAD_00026	P16942	Transposase for insertion sequence element IS629	
HPNEBIAD_00026	P16942	Transposase for insertion sequence element IS629	
HPNEBIAD_00026	P11257	Transposase for insertion sequence element IS3411	
HPNEBIAD_00026	P11257	Transposase for insertion sequence element IS3411	
HPNEBIAD_00026	P9WKH8	Putative transposase for insertion sequence element IS986/IS6110 (ORFB)	MT1803; MT2881; MT0413; MT3100
HPNEBIAD_00026	P9WKH8	Putative transposase for insertion sequence element IS986/IS6110 (ORFB)	MT1803; MT2881; MT0413; MT3100
HPNEBIAD_00026	P9WKH9	Putative transposase for insertion sequence element IS986/IS6110 (ORFB)	Rv0796 MTV042.06; Rv1369c MTCY02B12.03c; Rv1756c MTCY28.22c; Rv1764 MTCY28.30; Rv2106 MTCY261.02; Rv2167c MTCY270.01; Rv2279 MTCY339.31c; Rv2355 MTCY98.24; Rv2479c MTV008.35c; Rv2649 MTCY441.18; Rv2814c MTCY16B7.29; Rv3185 MTV014.29; Rv3187 MTV014.31; Rv3326 MTV016.26; Rv3380c MTV004.38c; Rv3475 MTCY13E12.28
