Locus Tag	Entry	Protein names	Gene Names
GKGINBJK_00003	Q9KD29	Manganese transport system membrane protein MntC	mntC BH1390
GKGINBJK_00003	Q8Y652	Manganese transport system membrane protein MntC	mntC lmo1848
GKGINBJK_00003	Q8Y652	Manganese transport system membrane protein MntC	mntC lmo1848
GKGINBJK_00003	P42361	Manganese import system permease protein ScaB (ORF2)	scaB
GKGINBJK_00003	P42361	Manganese import system permease protein ScaB (ORF2)	scaB
GKGINBJK_00003	P31309	Manganese import system permease protein ScaB (ORF1)	
GKGINBJK_00003	P31309	Manganese import system permease protein ScaB (ORF1)	
GKGINBJK_00004	Q56955	Chelated iron transport system membrane protein YfeD	yfeD YPO2442 y1894 YP_2230
GKGINBJK_00004	Q56955	Chelated iron transport system membrane protein YfeD	yfeD YPO2442 y1894 YP_2230
GKGINBJK_00004	P44660	Probable iron transport system membrane protein HI_0359	HI_0359
GKGINBJK_00004	P44660	Probable iron transport system membrane protein HI_0359	HI_0359
GKGINBJK_00004	Q55282	Manganese transport system membrane protein MntB	mntB sll1600
GKGINBJK_00004	Q55282	Manganese transport system membrane protein MntB	mntB sll1600
GKGINBJK_00004	Q9KD29	Manganese transport system membrane protein MntC	mntC BH1390
GKGINBJK_00004	Q9KD29	Manganese transport system membrane protein MntC	mntC BH1390
GKGINBJK_00004	Q92AG0	Manganese transport system membrane protein MntC	mntC lin1962
GKGINBJK_00004	Q92AG0	Manganese transport system membrane protein MntC	mntC lin1962
GKGINBJK_00004	Q8Y652	Manganese transport system membrane protein MntC	mntC lmo1848
GKGINBJK_00004	Q8Y652	Manganese transport system membrane protein MntC	mntC lmo1848
GKGINBJK_00004	Q56954	Chelated iron transport system membrane protein YfeC	yfeC YPO2441 y1895 YP_2229
GKGINBJK_00004	Q56954	Chelated iron transport system membrane protein YfeC	yfeC YPO2441 y1895 YP_2229
GKGINBJK_00004	P42361	Manganese import system permease protein ScaB (ORF2)	scaB
GKGINBJK_00004	P42361	Manganese import system permease protein ScaB (ORF2)	scaB
GKGINBJK_00004	P31309	Manganese import system permease protein ScaB (ORF1)	
GKGINBJK_00004	P31309	Manganese import system permease protein ScaB (ORF1)	
GKGINBJK_00004	P44661	Probable iron transport system membrane protein HI_0360	HI_0360
GKGINBJK_00004	P44661	Probable iron transport system membrane protein HI_0360	HI_0360
GKGINBJK_00005	Q87WD5	Enolase 2 (EC 4.2.1.11) (2-phospho-D-glycerate hydro-lyase 2) (2-phosphoglycerate dehydratase 2)	eno2 eno-2 PSPTO_4616
GKGINBJK_00005	Q4ZWE0	Enolase 2 (EC 4.2.1.11) (2-phospho-D-glycerate hydro-lyase 2) (2-phosphoglycerate dehydratase 2)	eno2 Psyr_1482
GKGINBJK_00005	Q8KB35	Enolase 1 (EC 4.2.1.11) (2-phospho-D-glycerate hydro-lyase 1) (2-phosphoglycerate dehydratase 1)	eno1 eno-1 CT1962
GKGINBJK_00005	Q2FQL9	Enolase 1 (EC 4.2.1.11) (2-phospho-D-glycerate hydro-lyase 1) (2-phosphoglycerate dehydratase 1)	eno1 Mhun_1018
GKGINBJK_00005	Q2FLB5	Enolase 2 (EC 4.2.1.11) (2-phospho-D-glycerate hydro-lyase 2) (2-phosphoglycerate dehydratase 2)	eno2 Mhun_1101
GKGINBJK_00005	Q3Z8W4	Enolase (EC 4.2.1.11) (2-phospho-D-glycerate hydro-lyase) (2-phosphoglycerate dehydratase)	eno DET0593
GKGINBJK_00005	A9WCM4	Enolase (EC 4.2.1.11) (2-phospho-D-glycerate hydro-lyase) (2-phosphoglycerate dehydratase)	eno Caur_3808
GKGINBJK_00005	Q47SV1	Enolase (EC 4.2.1.11) (2-phospho-D-glycerate hydro-lyase) (2-phosphoglycerate dehydratase)	eno Tfu_0428
GKGINBJK_00005	B8GAX5	Enolase (EC 4.2.1.11) (2-phospho-D-glycerate hydro-lyase) (2-phosphoglycerate dehydratase)	eno Cagg_3739
GKGINBJK_00005	A1SF66	Enolase (EC 4.2.1.11) (2-phospho-D-glycerate hydro-lyase) (2-phosphoglycerate dehydratase)	eno Noca_0928
GKGINBJK_00007	A0A0H2XLA2	Fluoride-specific ion channel FluC	fluC crcB APECO1_O1CoBM174
GKGINBJK_00007	B7LI20	Fluoride-specific ion channel FluC	fluC crcB ECS88_p0015
GKGINBJK_00007	B2VHL9	Fluoride-specific ion channel FluC	fluC crcB ETA_25880
GKGINBJK_00007	Q6D7N0	Fluoride-specific ion channel FluC	fluC crcB ECA1295
GKGINBJK_00007	C6DBV4	Fluoride-specific ion channel FluC	fluC crcB PC1_1173
GKGINBJK_00007	Q93TE2	Fluoride-specific ion channel FluC	fluC crcB
GKGINBJK_00007	Q8ZDH2	Fluoride-specific ion channel FluC 1	fluC1 crcB1 YPO2596 y1168 YP_1118
GKGINBJK_00007	A8GB06	Fluoride-specific ion channel FluC	fluC crcB Spro_1192
GKGINBJK_00007	Q66DF7	Fluoride-specific ion channel FluC 1	fluC1 crcB1 YPTB1089
GKGINBJK_00007	P63866	Fluoride-specific ion channel FluC	fluC crcB STM0630
GKGINBJK_00009	Q47316	N(2)-citryl-N(6)-acetyl-N(6)-hydroxylysine synthase (EC 6.3.2.38) (Aerobactin synthase IucA)	iucA
GKGINBJK_00009	Q76BS7	N(2)-citryl-N(6)-acetyl-N(6)-hydroxylysine synthase (EC 6.3.2.38) (Aerobactin synthase IucA)	iucA
GKGINBJK_00009	Q76BS7	N(2)-citryl-N(6)-acetyl-N(6)-hydroxylysine synthase (EC 6.3.2.38) (Aerobactin synthase IucA)	iucA
GKGINBJK_00009	Q9Z3R0	Rhizobactin siderophore biosynthesis protein RhbC	rhbC rhsC RA1260 SMa2404
GKGINBJK_00009	Q9Z3R0	Rhizobactin siderophore biosynthesis protein RhbC	rhbC rhsC RA1260 SMa2404
GKGINBJK_00009	A0A0F7RJ52	Spermidine-citrate ligase (EC 6.3.2.-) (Petrobactin biosynthesis protein AsbA)	asbA GBAA_1981
GKGINBJK_00009	Q2G1M9	L-2,3-diaminopropanoate--citrate ligase (EC 6.3.2.54) (Staphyloferrin B biosynthesis protein SbnE)	sbnE SAOUHSC_00079
GKGINBJK_00009	Q2G1M9	L-2,3-diaminopropanoate--citrate ligase (EC 6.3.2.54) (Staphyloferrin B biosynthesis protein SbnE)	sbnE SAOUHSC_00079
GKGINBJK_00009	Q47318	Aerobactin synthase (EC 6.3.2.39)	iucC
GKGINBJK_00009	Q47318	Aerobactin synthase (EC 6.3.2.39)	iucC
GKGINBJK_00009	Q2FW70	D-ornithine--citrate ligase (EC 6.3.2.58)	sfnaD SAOUHSC_02436
GKGINBJK_00009	Q2FW70	D-ornithine--citrate ligase (EC 6.3.2.58)	sfnaD SAOUHSC_02436
GKGINBJK_00009	Q2G1M8	2-[(L-alanin-3-ylcarbamoyl)methyl]-3-(2-aminoethylcarbamoyl)-2-hydroxypropanoate synthase (EC 6.3.2.55) (Staphyloferrin B biosynthesis protein SbnF)	sbnF SAOUHSC_00080
GKGINBJK_00009	Q2G1M8	2-[(L-alanin-3-ylcarbamoyl)methyl]-3-(2-aminoethylcarbamoyl)-2-hydroxypropanoate synthase (EC 6.3.2.55) (Staphyloferrin B biosynthesis protein SbnF)	sbnF SAOUHSC_00080
GKGINBJK_00009	Q2FW72	Staphyloferrin A synthase (EC 6.3.2.57)	sfnaB SAOUHSC_02434
GKGINBJK_00009	P55706	Uncharacterized protein y4xN	NGR_a00750 y4xN
GKGINBJK_00009	P55706	Uncharacterized protein y4xN	NGR_a00750 y4xN
GKGINBJK_00010	Q47317	N(6)-hydroxylysine O-acetyltransferase (EC 2.3.1.102) (N(6)-hydroxylysine acetylase)	iucB
GKGINBJK_00010	Q9UUE3	Putative lysine N-acyltransferase C17G9.06c (EC 2.3.1.-)	SPBC17G9.06c
GKGINBJK_00010	Q4WF55	N(5)-hydroxyornithine:cis-anhydromevalonyl coenzyme A-N(5)-transacylase sidF (Hydroxyornithine transacylase sidF) (EC 2.3.1.-) (Siderophore biosynthesis protein F)	sidF AFUA_3G03400
GKGINBJK_00010	Q4WJX7	Acyltransferase sidL (EC 2.3.1.-) (Siderophore biosynthesis protein L)	sidL AFUA_1G04450
GKGINBJK_00010	Q9Z3Q9	Rhizobactin siderophore biosynthesis protein RhbD	rhbD rhsD RA1261 SMa2406
GKGINBJK_00010	B2KWI2	Hydroxyornithine transacylase SID3 (EC 2.3.1.-) (Siderophore biosynthesis cluster protein SID3)	SID3
GKGINBJK_00010	A0A084API4	Putative O-acetyltransferase SAT14 (EC 2.3.1.-) (Satratoxin biosynthesis SC2 cluster protein 14)	SAT14 S7711_09752
GKGINBJK_00010	Q52UT1	Acyltransferase ato1 (EC 2.3.1.-) (Ferrichrome A biosynthesis cluster protein ato1)	ato1
GKGINBJK_00010	Q4PEN1	Acyltransferase fer5 (EC 2.3.-.-) (Fe-regulated protein 5) (Ferrichrome A biosynthesis protein fer5)	fer5 UMAG_01432
GKGINBJK_00010	F9X9V2	Acyltransferase MYCGRDRAFT_85486 (EC 2.3.-.-) (Ferrichrome A-like siderophore biosynthesis protein MYCGRDRAFT_85486)	MYCGRDRAFT_85486
GKGINBJK_00011	Q47318	Aerobactin synthase (EC 6.3.2.39)	iucC
GKGINBJK_00011	Q47318	Aerobactin synthase (EC 6.3.2.39)	iucC
GKGINBJK_00011	Q76BS5	Aerobactin synthase (EC 6.3.2.39)	iucC
GKGINBJK_00011	Q9Z3Q7	Rhizobactin siderophore biosynthesis protein RhbF	rhbF rhsF RA1263 SMa2410
GKGINBJK_00011	Q81RQ8	Citryl-spermidine/3,4-dihydroxybenzoyl-citryl-spermidine:spermidine ligase (EC 6.3.2.-) (Petrobactin biosynthesis protein AsbB)	asbB GBAA_1982
GKGINBJK_00011	Q2G1M8	2-[(L-alanin-3-ylcarbamoyl)methyl]-3-(2-aminoethylcarbamoyl)-2-hydroxypropanoate synthase (EC 6.3.2.55) (Staphyloferrin B biosynthesis protein SbnF)	sbnF SAOUHSC_00080
GKGINBJK_00011	Q2G1M8	2-[(L-alanin-3-ylcarbamoyl)methyl]-3-(2-aminoethylcarbamoyl)-2-hydroxypropanoate synthase (EC 6.3.2.55) (Staphyloferrin B biosynthesis protein SbnF)	sbnF SAOUHSC_00080
GKGINBJK_00011	Q9Z3R0	Rhizobactin siderophore biosynthesis protein RhbC	rhbC rhsC RA1260 SMa2404
GKGINBJK_00011	Q9Z3R0	Rhizobactin siderophore biosynthesis protein RhbC	rhbC rhsC RA1260 SMa2404
GKGINBJK_00011	Q76BS7	N(2)-citryl-N(6)-acetyl-N(6)-hydroxylysine synthase (EC 6.3.2.38) (Aerobactin synthase IucA)	iucA
GKGINBJK_00011	Q76BS7	N(2)-citryl-N(6)-acetyl-N(6)-hydroxylysine synthase (EC 6.3.2.38) (Aerobactin synthase IucA)	iucA
GKGINBJK_00011	P55706	Uncharacterized protein y4xN	NGR_a00750 y4xN
GKGINBJK_00011	P55706	Uncharacterized protein y4xN	NGR_a00750 y4xN
GKGINBJK_00011	Q2G1M9	L-2,3-diaminopropanoate--citrate ligase (EC 6.3.2.54) (Staphyloferrin B biosynthesis protein SbnE)	sbnE SAOUHSC_00079
GKGINBJK_00011	Q2G1M9	L-2,3-diaminopropanoate--citrate ligase (EC 6.3.2.54) (Staphyloferrin B biosynthesis protein SbnE)	sbnE SAOUHSC_00079
GKGINBJK_00011	Q2FW70	D-ornithine--citrate ligase (EC 6.3.2.58)	sfnaD SAOUHSC_02436
GKGINBJK_00011	Q2FW70	D-ornithine--citrate ligase (EC 6.3.2.58)	sfnaD SAOUHSC_02436
GKGINBJK_00012	P11295	L-lysine N6-monooxygenase (EC 1.14.13.59) (Lysine 6-N-hydroxylase) (Lysine N6-hydroxylase) (Lysine-N-oxygenase)	iucD aerA
GKGINBJK_00012	Q9Z3Q8	Rhizobactin siderophore biosynthesis protein RhbE (EC 1.-.-.-)	rhbE rhsE RA1262 SMa2408
GKGINBJK_00012	P65199	Alcaligin biosynthesis enzyme (EC 1.-.-.-)	alcA BP2456
GKGINBJK_00012	P65200	Alcaligin biosynthesis enzyme (EC 1.-.-.-)	alcA BPP3443
GKGINBJK_00012	Q44740	Alcaligin biosynthesis enzyme (EC 1.-.-.-)	alcA BB3893
GKGINBJK_00012	B2KWI1	L-ornithine N(5)-monooxygenase (OMO) (EC 1.14.13.196) (L-ornithine N(5)-oxygenase) (Siderophore biosynthesis cluster protein 1)	SID1 LOM1
GKGINBJK_00012	Q2TZB2	L-ornithine N(5)-monooxygenase (OMO) (EC 1.14.13.196) (Deferriferrichrysin biosynthesis protein A) (L-ornithine N(5)-oxygenase)	dffA AO090011000926
GKGINBJK_00012	O51940	L-ornithine N(5)-monooxygenase (EC 1.14.13.195) (L-ornithine N(5)-hydroxylase) (Ornithine hydroxylase) (L-ornithine N(5)-oxygenase)	pvdA
GKGINBJK_00012	Q51548	L-ornithine N(5)-monooxygenase (EC 1.14.13.195) (L-ornithine N(5)-hydroxylase) (Ornithine hydroxylase) (L-ornithine N(5)-oxygenase) (Pyoverdin biosynthesis protein A)	pvdA pvd-1 PA2386
GKGINBJK_00012	G5EB76	L-ornithine N(5)-monooxygenase (OMO) (EC 1.14.13.196) (L-ornithine N(5)-oxygenase) (Siderophore biosynthesis protein A)	sidA AN5823
GKGINBJK_00013	Q6U607	Ferric aerobactin receptor (Iron-regulated outer membrane proteins) (IROMPs)	iutA LV107
GKGINBJK_00013	P14542	Ferric aerobactin receptor (Cloacin receptor)	iutA
GKGINBJK_00013	Q9Z3Q5	Rhizobactin receptor (TonB-dependent siderophore receptor RhtA)	rhtA RA1265 SMa2414
GKGINBJK_00013	Q8YZR0	Schizokinen transporter SchT (TonB-dependent transporter SchT) (TBDT SchT)	schT alr0397
GKGINBJK_00013	Q8DD41	Vitamin B12 transporter BtuB (Cobalamin receptor) (Outer membrane cobalamin translocator)	btuB VV1_1173
GKGINBJK_00013	Q7MQ42	Vitamin B12 transporter BtuB (Cobalamin receptor) (Outer membrane cobalamin translocator)	btuB VV0166
GKGINBJK_00013	Q6CZB5	Vitamin B12 transporter BtuB (Cobalamin receptor) (Outer membrane cobalamin translocator)	btuB ECA4238
GKGINBJK_00013	Q8Z314	Vitamin B12 transporter BtuB (Cobalamin receptor) (Outer membrane cobalamin translocator)	btuB STY3744 t3495
GKGINBJK_00014	P0CF10	Insertion element IS1 4 protein InsA (IS1d)	insA4 b4516 JW0971
GKGINBJK_00014	P0CF09	Insertion element IS1 3 protein InsA (IS1c)	insA3 b0275 JW0269
GKGINBJK_00014	P0CF06	Insertion element IS1 protein InsA	
GKGINBJK_00014	P0CF08	Insertion element IS1 2 protein InsA (IS1b)	insA2 b0265 JW0257
GKGINBJK_00014	P0ADH2	Insertion element IS1 protein InsA	insA
GKGINBJK_00014	P0ADH1	Insertion element IS1 protein InsA	insA HCM1.05c
GKGINBJK_00014	P59842	Insertion element IS1 protein InsA	insA HD_1971
GKGINBJK_00014	A0A385XJ53	Insertion element IS1 9 protein InsA (IS1 repressor TnpA)	insA9 b4709
GKGINBJK_00014	P0CF13	Insertion element IS1 8 protein InsA	insA8 JW2286
GKGINBJK_00014	P0CF12	Insertion element IS1 6 protein InsA (IS1e)	insA6 b3444 JW3408
GKGINBJK_00015	P19766	Insertion element IS1 protein InsB	insB
GKGINBJK_00015	P03831	Insertion element iso-IS1d protein InsB	insB
GKGINBJK_00015	P59843	Insertion element IS1 protein InsB	insB HD_1970
GKGINBJK_00015	A0A385XJL4	Insertion element IS1 9 protein InsB (IS1i)	insB9 b4710
GKGINBJK_00015	P0CF30	Insertion element IS1 8 protein InsB	JW2285
GKGINBJK_00015	P0CF29	Insertion element IS1 6 protein InsB (IS1e)	insB6 b3445 JW3409
GKGINBJK_00015	P0CF28	Insertion element IS1 5 protein InsB (IS1h)	insB5 b1893
GKGINBJK_00015	P0CF25	Insertion element IS1 1 protein InsB (IS1a)	insB1 b0021 JW0020
GKGINBJK_00015	P0CF31	Insertion element IS1 protein InsB	insB
GKGINBJK_00015	P57998	Insertion element IS1 4 protein InsB (IS1d)	insB4 b0988 JW0972
GKGINBJK_00017	J8H9C1	Endonuclease GajA (EC 3.1.-.-) (Gabija protein GajA) (Nicking endonuclease GajA)	gajA IIE_04982
GKGINBJK_00017	C3LP87	DNA replication and repair protein RecF	recF VCM66_0014
GKGINBJK_00017	Q9KVX4	DNA replication and repair protein RecF	recF VC_0014
GKGINBJK_00017	A5F493	DNA replication and repair protein RecF	recF VC0395_A2505 VC395_0166
GKGINBJK_00017	Q9CLQ6	DNA replication and repair protein RecF	recF PM1159
GKGINBJK_00017	Q65VB6	DNA replication and repair protein RecF	recF MS0487
GKGINBJK_00017	A9KPP4	DNA replication and repair protein RecF	recF Cphy_0004
GKGINBJK_00017	Q7VMW3	DNA replication and repair protein RecF	recF HD_0849
GKGINBJK_00017	P0DV91	Retron Ec78 probable ATPase	Ga0100609_101823
GKGINBJK_00017	P73532	DNA replication and repair protein RecF	recF sll1277
GKGINBJK_00018	Q8ZM86	tRNA(fMet)-specific endonuclease VapC (EC 3.1.-.-) (RNase VapC) (Toxin VapC)	vapC STM3033
GKGINBJK_00018	Q8ZM86	tRNA(fMet)-specific endonuclease VapC (EC 3.1.-.-) (RNase VapC) (Toxin VapC)	vapC STM3033
GKGINBJK_00018	O06662	tRNA(fMet)-specific endonuclease VapC (EC 3.1.-.-) (RNase VapC) (Toxin VapC)	vapC mvpA stborf2 CP0245
GKGINBJK_00018	O06662	tRNA(fMet)-specific endonuclease VapC (EC 3.1.-.-) (RNase VapC) (Toxin VapC)	vapC mvpA stborf2 CP0245
GKGINBJK_00018	Q4UNB2	Ribonuclease VapC2 (RNase VapC2) (EC 3.1.-.-) (Toxin VapC2)	vapC2 RF_0095
GKGINBJK_00018	Q4UNB2	Ribonuclease VapC2 (RNase VapC2) (EC 3.1.-.-) (Toxin VapC2)	vapC2 RF_0095
GKGINBJK_00018	Q4QNL7	Ribonuclease VapC1 (RNase VapC) (EC 3.1.-.-) (NTHi VapC1) (Toxin VapC)	vapC1 NTHI0440
GKGINBJK_00018	Q4QNL7	Ribonuclease VapC1 (RNase VapC) (EC 3.1.-.-) (NTHi VapC1) (Toxin VapC)	vapC1 NTHI0440
GKGINBJK_00018	E4QWH2	Ribonuclease VapC1 (RNase VapC1) (EC 3.1.-.-) (Toxin VapC1)	vapC1 R2866_0251
GKGINBJK_00018	E4QWH2	Ribonuclease VapC1 (RNase VapC1) (EC 3.1.-.-) (Toxin VapC1)	vapC1 R2866_0251
GKGINBJK_00018	Q57122	Ribonuclease VapC1 (RNase VapC1) (EC 3.1.-.-) (Toxin VapC1)	vapC1 HI_0322
GKGINBJK_00018	Q57122	Ribonuclease VapC1 (RNase VapC1) (EC 3.1.-.-) (Toxin VapC1)	vapC1 HI_0322
GKGINBJK_00018	P71363	Ribonuclease VapC2 (RNase VapC2) (EC 3.1.-.-) (Toxin VapC2)	vapC2 HI_0947
GKGINBJK_00018	P71363	Ribonuclease VapC2 (RNase VapC2) (EC 3.1.-.-) (Toxin VapC2)	vapC2 HI_0947
GKGINBJK_00018	Q4QLW0	Ribonuclease VapC (RNase VapC) (EC 3.1.-.-) (Toxin VapC)	vapC NTHI1120
GKGINBJK_00018	Q4QLW0	Ribonuclease VapC (RNase VapC) (EC 3.1.-.-) (Toxin VapC)	vapC NTHI1120
GKGINBJK_00018	P55511	VapC ribonuclease Y4jK (RNase Y4jK) (EC 3.1.-.-) (Putative plasmid stability protein Y4jK) (Toxin Y4jK)	NGR_a03040 y4jK
GKGINBJK_00018	P55511	VapC ribonuclease Y4jK (RNase Y4jK) (EC 3.1.-.-) (Putative plasmid stability protein Y4jK) (Toxin Y4jK)	NGR_a03040 y4jK
GKGINBJK_00019	Q05459	Virulence-associated protein VagC	vagC
GKGINBJK_00019	Q05459	Virulence-associated protein VagC	vagC
GKGINBJK_00019	Q7CPV2	Antitoxin VapB	vapB STM3034
GKGINBJK_00019	Q7CPV2	Antitoxin VapB	vapB STM3034
GKGINBJK_00019	Q57120	Antitoxin VapB2	vapB2 HI_0948
GKGINBJK_00019	Q57120	Antitoxin VapB2	vapB2 HI_0948
GKGINBJK_00019	Q4QLV9	Antitoxin VapB2 (NTHi VapB2)	vapB2 NTHI1121
GKGINBJK_00019	Q4QLV9	Antitoxin VapB2 (NTHi VapB2)	vapB2 NTHI1121
GKGINBJK_00019	Q4UNB3	Antitoxin VapB2	vapB2 RF_0094
GKGINBJK_00019	Q4UNB3	Antitoxin VapB2	vapB2 RF_0094
GKGINBJK_00019	Q57534	Antitoxin VapB1	vapB1 HI_0321
GKGINBJK_00019	Q57534	Antitoxin VapB1	vapB1 HI_0321
GKGINBJK_00019	Q4QNL8	Antitoxin VapB1 (NTHi VapB1)	vapB1 NTHI0439
GKGINBJK_00019	Q4QNL8	Antitoxin VapB1 (NTHi VapB1)	vapB1 NTHI0439
GKGINBJK_00019	E4QWH3	Antitoxin VapB1	vapB1 R2866_0252
GKGINBJK_00019	E4QWH3	Antitoxin VapB1	vapB1 R2866_0252
GKGINBJK_00019	O06663	Antitoxin VapB	vapB CP0246
GKGINBJK_00019	P18355	Uncharacterized protein in traD-traI intergenic region	
GKGINBJK_00020	O34784	Uncharacterized membrane protein YobI	yobI BSU18970
GKGINBJK_00021	Q8ZM86	tRNA(fMet)-specific endonuclease VapC (EC 3.1.-.-) (RNase VapC) (Toxin VapC)	vapC STM3033
GKGINBJK_00021	Q8ZM86	tRNA(fMet)-specific endonuclease VapC (EC 3.1.-.-) (RNase VapC) (Toxin VapC)	vapC STM3033
GKGINBJK_00021	O06662	tRNA(fMet)-specific endonuclease VapC (EC 3.1.-.-) (RNase VapC) (Toxin VapC)	vapC mvpA stborf2 CP0245
GKGINBJK_00021	O06662	tRNA(fMet)-specific endonuclease VapC (EC 3.1.-.-) (RNase VapC) (Toxin VapC)	vapC mvpA stborf2 CP0245
GKGINBJK_00021	Q4UNB2	Ribonuclease VapC2 (RNase VapC2) (EC 3.1.-.-) (Toxin VapC2)	vapC2 RF_0095
GKGINBJK_00021	Q4UNB2	Ribonuclease VapC2 (RNase VapC2) (EC 3.1.-.-) (Toxin VapC2)	vapC2 RF_0095
GKGINBJK_00021	Q4QNL7	Ribonuclease VapC1 (RNase VapC) (EC 3.1.-.-) (NTHi VapC1) (Toxin VapC)	vapC1 NTHI0440
GKGINBJK_00021	Q4QNL7	Ribonuclease VapC1 (RNase VapC) (EC 3.1.-.-) (NTHi VapC1) (Toxin VapC)	vapC1 NTHI0440
GKGINBJK_00021	E4QWH2	Ribonuclease VapC1 (RNase VapC1) (EC 3.1.-.-) (Toxin VapC1)	vapC1 R2866_0251
GKGINBJK_00021	E4QWH2	Ribonuclease VapC1 (RNase VapC1) (EC 3.1.-.-) (Toxin VapC1)	vapC1 R2866_0251
GKGINBJK_00021	Q57122	Ribonuclease VapC1 (RNase VapC1) (EC 3.1.-.-) (Toxin VapC1)	vapC1 HI_0322
GKGINBJK_00021	Q57122	Ribonuclease VapC1 (RNase VapC1) (EC 3.1.-.-) (Toxin VapC1)	vapC1 HI_0322
GKGINBJK_00021	P71363	Ribonuclease VapC2 (RNase VapC2) (EC 3.1.-.-) (Toxin VapC2)	vapC2 HI_0947
GKGINBJK_00021	P71363	Ribonuclease VapC2 (RNase VapC2) (EC 3.1.-.-) (Toxin VapC2)	vapC2 HI_0947
GKGINBJK_00021	Q4QLW0	Ribonuclease VapC (RNase VapC) (EC 3.1.-.-) (Toxin VapC)	vapC NTHI1120
GKGINBJK_00021	Q4QLW0	Ribonuclease VapC (RNase VapC) (EC 3.1.-.-) (Toxin VapC)	vapC NTHI1120
GKGINBJK_00021	P55511	VapC ribonuclease Y4jK (RNase Y4jK) (EC 3.1.-.-) (Putative plasmid stability protein Y4jK) (Toxin Y4jK)	NGR_a03040 y4jK
GKGINBJK_00021	P55511	VapC ribonuclease Y4jK (RNase Y4jK) (EC 3.1.-.-) (Putative plasmid stability protein Y4jK) (Toxin Y4jK)	NGR_a03040 y4jK
GKGINBJK_00021	Q5F882	Toxin FitB (Ribonuclease FitB) (RNase FitB) (EC 3.1.-.-) (Trafficking protein B)	fitB vapC NGO0907
GKGINBJK_00022	Q05459	Virulence-associated protein VagC	vagC
GKGINBJK_00022	Q05459	Virulence-associated protein VagC	vagC
GKGINBJK_00022	Q7CPV2	Antitoxin VapB	vapB STM3034
GKGINBJK_00022	Q7CPV2	Antitoxin VapB	vapB STM3034
