Locus Tag	Entry	Protein names	Gene Names
POPGGIPM_00010	P18021	Resolvase (Protein D)	resD D
POPGGIPM_00010	P18021	Resolvase (Protein D)	resD D
POPGGIPM_00010	P56979	Probable site-specific recombinase	intM int ECOK12F032
POPGGIPM_00010	P56979	Probable site-specific recombinase	intM int ECOK12F032
POPGGIPM_00010	Q47036	Probable site-specific recombinase in afa region	int
POPGGIPM_00010	Q47036	Probable site-specific recombinase in afa region	int
POPGGIPM_00010	P03850	Uncharacterized 10.0 kDa protein	
POPGGIPM_00010	Q7ZAN4	Tyrosine recombinase XerD	xerD CE1553
POPGGIPM_00010	Q8NQL5	Tyrosine recombinase XerD	xerD Cgl1419 cg1608
POPGGIPM_00010	Q49890	Tyrosine recombinase XerD	xerD ML1365 MLC1351.07c u0247d
POPGGIPM_00010	B7IFN3	Tyrosine recombinase THA_404	THA_404
POPGGIPM_00010	B7IFN3	Tyrosine recombinase THA_404	THA_404
POPGGIPM_00010	Q7ZAP1	Tyrosine recombinase XerD	xerD BL1368
POPGGIPM_00011	P62554	Toxin CcdB (Cytotoxic protein CcdB) (LynB) (Protein G) (Protein LetD)	ccdB G letB letD ECOK12F043
POPGGIPM_00011	P62555	Toxin CcdB (Cytotoxic protein CcdB) (LynB) (Protein G) (Protein LetD)	ccdB G letB letD L7063 ECO57PM28
POPGGIPM_00011	Q52043	Toxin CcdB (Cytotoxic protein CcdB) (Protein LetD)	ccdB letB
POPGGIPM_00011	Q52042	Toxin CcdB (Cytotoxic protein CcdB) (Protein LetD)	ccdB letB
POPGGIPM_00011	Q46996	Toxin CcdB (Cytotoxic protein CcdB) (Protein LetD)	ccdB letB
POPGGIPM_00012	P62552	Antitoxin CcdA (LynA) (Protein H) (Protein LetA)	ccdA H letA ECOK12F042
POPGGIPM_00012	P62553	Antitoxin CcdA (LynA) (Protein H) (Protein LetA)	ccdA H letA L7062 ECO57PM27
POPGGIPM_00012	Q46995	Antitoxin CcdA (Protein LetA)	ccdA letA
POPGGIPM_00014	Q9JMS1	Uncharacterized protein YuaT	yuaT ydhA ECOK12F034
POPGGIPM_00014	Q1R1Y6	Uncharacterized protein YuaU	yuaU ydiA UTI89_P052
POPGGIPM_00014	Q9JMS0	Uncharacterized protein YuaU	yuaU ydiA ECOK12F035
POPGGIPM_00015	Q57154	RepFIB replication protein A	repB repA ECOK12F033
POPGGIPM_00015	Q52219	RepFIB replication protein A	repA
POPGGIPM_00015	Q52347	RepFIB replication protein A	repA
POPGGIPM_00015	P0A253	RepFIB replication protein A	repA repI
POPGGIPM_00015	P0A254	RepFIB replication protein A	repA repI
POPGGIPM_00015	Q51651	RepFIB replication protein A	repA
POPGGIPM_00015	Q934T6	Replication protein RepA	repA HCM2.0131
POPGGIPM_00015	P24042	Replication protein RepA	repA
POPGGIPM_00015	P05833	Protein RepA	repA
POPGGIPM_00016	P56979	Probable site-specific recombinase	intM int ECOK12F032
POPGGIPM_00016	P56979	Probable site-specific recombinase	intM int ECOK12F032
POPGGIPM_00016	Q47036	Probable site-specific recombinase in afa region	int
POPGGIPM_00016	Q47036	Probable site-specific recombinase in afa region	int
POPGGIPM_00016	P18021	Resolvase (Protein D)	resD D
POPGGIPM_00016	P18021	Resolvase (Protein D)	resD D
POPGGIPM_00016	P06615	Resolvase (Protein D)	resD D ECOK12F044
POPGGIPM_00016	P06615	Resolvase (Protein D)	resD D ECOK12F044
POPGGIPM_00016	P55632	Putative integrase/recombinase y4qK	NGR_a01870 y4qK
POPGGIPM_00016	Q8TZV9	Tyrosine recombinase XerA	xerA PF1868
POPGGIPM_00016	P55429	Putative integrase/recombinase y4eF	NGR_a03870 y4eF
POPGGIPM_00016	Q7ZAM7	Tyrosine recombinase XerD	xerD LA_2483
POPGGIPM_00016	Q72SA5	Tyrosine recombinase XerD	xerD LIC_11479
POPGGIPM_00016	B7IFN3	Tyrosine recombinase THA_404	THA_404
POPGGIPM_00016	B7IFN3	Tyrosine recombinase THA_404	THA_404
POPGGIPM_00018	Q47133	F1845 adhesin operon regulatory protein	daaA
POPGGIPM_00018	P53515	AFA-III adhesin operon regulatory protein	afaA
POPGGIPM_00018	P04744	Major pilu subunit operon regulatory protein PapB	papB
POPGGIPM_00018	P07104	Regulatory protein FanA (Fimbrial adhesin K99 A protein)	fanA
POPGGIPM_00018	P07105	Regulatory protein FanB (Fimbrial adhesin K99 B protein)	fanB
POPGGIPM_00019	P59444	Transposase InsC for insertion element IS2	insC1 SF0245; insC2 SF0879; insC3 SF0933; insC4 SF0960; insC5 SF1054; insC6 SF1165; insC7 SF1343; insC8 SF1463; insC9 SF1587; insC10 SF2011; insC11 SF2615; insC12 SF2694; insC13 SF2873; insC14 SF2984; insC15 SF3431; insC16 SF3512; insC17 SF3805; insC18 SF3873; insC19 SF3988; insC20 SF4097; insC21 SF4185
POPGGIPM_00019	P0C5W3	Transposase InsC for insertion element IS2A/D/F/H/I/K	insC
POPGGIPM_00019	P0CF48	Transposase InsC for insertion element IS2-9	JW5902
POPGGIPM_00019	P0CF47	Transposase InsC for insertion element IS2-8	JW5900
POPGGIPM_00019	P0CF46	Transposase InsC for insertion element IS2 on F plasmid	insC7 ybiA yuaJ ECOK12F021
POPGGIPM_00019	P0CF45	Transposase InsC for insertion element IS2K	insC6 b4272 JW4229
POPGGIPM_00019	P0CF44	Transposase InsC for insertion element IS2I	insC5 b3044 JW3012
POPGGIPM_00019	P0CF43	Transposase InsC for insertion element IS2H	insC4 b2861 JW2829
POPGGIPM_00019	P0CF42	Transposase InsC for insertion element IS2F	insC3 b1997 JW1978
POPGGIPM_00019	P0CF41	Transposase InsC for insertion element IS2D	insC2 b1403 JW1400
POPGGIPM_00020	Q56989	Hemin receptor	hmuR YPO0283 y0543 YP_0438
POPGGIPM_00020	P31499	Hemin receptor	hemR
POPGGIPM_00020	Q4QNS6	Heme/hemopexin utilization protein C	hxuC NTHI0369
POPGGIPM_00020	P45357	Heme/hemopexin utilization protein C	hxuC
POPGGIPM_00020	P44600	Heme/hemopexin utilization protein C	hxuC HI_0262
POPGGIPM_00020	Q7VNU1	TonB-dependent heme receptor A	tdhA HD_0388
POPGGIPM_00020	Q4QP67	TonB-dependent heme receptor A	tdhA hemR NTHI0202
POPGGIPM_00020	P44523	TonB-dependent heme receptor A	tdhA HI_0113
POPGGIPM_00020	P0C6R0	Iron-regulated outer membrane virulence protein	irgA VC_0475
POPGGIPM_00020	A5F9G0	Iron-regulated outer membrane virulence protein	irgA VC0395_A0028 VC395_0519
POPGGIPM_00021	P44196	Uncharacterized protein HI_1427	HI_1427
POPGGIPM_00024	Q4L4Y7	Coenzyme A disulfide reductase (CoA-disulfide reductase) (CoADR) (EC 1.8.1.14)	cdr SH1979
POPGGIPM_00024	Q49WB0	Coenzyme A disulfide reductase (CoA-disulfide reductase) (CoADR) (EC 1.8.1.14)	cdr SSP1804
POPGGIPM_00024	A5IRE8	Coenzyme A disulfide reductase (CoA-disulfide reductase) (CoADR) (EC 1.8.1.14)	cdr SaurJH9_0970
POPGGIPM_00024	A6U077	Coenzyme A disulfide reductase (CoA-disulfide reductase) (CoADR) (EC 1.8.1.14)	cdr SaurJH1_0989
POPGGIPM_00024	Q2YWW1	Coenzyme A disulfide reductase (CoA-disulfide reductase) (CoADR) (EC 1.8.1.14)	cdr SAB0839c
POPGGIPM_00024	O52582	Coenzyme A disulfide reductase (CoA-disulfide reductase) (CoADR) (EC 1.8.1.14)	cdr SAOUHSC_00908
POPGGIPM_00024	Q8NXE8	Coenzyme A disulfide reductase (CoA-disulfide reductase) (CoADR) (EC 1.8.1.14)	cdr MW0852
POPGGIPM_00024	Q6GAV6	Coenzyme A disulfide reductase (CoA-disulfide reductase) (CoADR) (EC 1.8.1.14)	cdr SAS0840
POPGGIPM_00024	Q5HHB4	Coenzyme A disulfide reductase (CoA-disulfide reductase) (CoADR) (EC 1.8.1.14)	cdr SACOL0975
POPGGIPM_00024	Q7A6H1	Coenzyme A disulfide reductase (CoA-disulfide reductase) (CoADR) (EC 1.8.1.14)	cdr SA0831
POPGGIPM_00025	Q9PFB1	Biofilm growth-associated repressor	bigR XF_0767
POPGGIPM_00025	Q87AD5	Biofilm growth-associated repressor	bigR PD_1891
POPGGIPM_00025	Q8UAA8	Biofilm growth-associated repressor	bigR Atu3466 AGR_L_2725
POPGGIPM_00025	P28267	Nodulation protein NolR	nolR
POPGGIPM_00025	P52695	Transcriptional activator HlyU	hlyU VC_0678
POPGGIPM_00025	Q55940	Transcriptional repressor SmtB homolog	ziaR smtB sll0792
POPGGIPM_00025	O69711	HTH-type transcriptional regulator NmtR	nmtR Rv3744
POPGGIPM_00025	O53838	HTH-type transcriptional regulator KmtR	kmtR Rv0827c
POPGGIPM_00025	P77295	Probable HTH-type transcriptional regulator YgaV	ygaV b2667 JW2642
POPGGIPM_00025	P9WMI5	HTH-type transcriptional repressor SmtB	smtB Rv2358
POPGGIPM_00027	P14492	43 kDa relaxation protein	
POPGGIPM_00027	P07112	Mobilization protein A (DNA strand transferase) [Includes: DNA relaxase (EC 5.6.2.1) (DNA nickase); DNA primase (EC 2.7.7.101)]	mobA repB
POPGGIPM_00027	P07112	Mobilization protein A (DNA strand transferase) [Includes: DNA relaxase (EC 5.6.2.1) (DNA nickase); DNA primase (EC 2.7.7.101)]	mobA repB
POPGGIPM_00027	P55418	Probable conjugal transfer protein TraA	traA NGR_a03980 y4dS
POPGGIPM_00027	P55418	Probable conjugal transfer protein TraA	traA NGR_a03980 y4dS
POPGGIPM_00027	Q8GN32	Probable mobilization protein MobA	mobA BL1822
POPGGIPM_00027	Q8GN32	Probable mobilization protein MobA	mobA BL1822
POPGGIPM_00027	Q44349	Conjugal transfer protein TraA	traA Atu6127 AGR_pTi_237
POPGGIPM_00027	Q44349	Conjugal transfer protein TraA	traA Atu6127 AGR_pTi_237
POPGGIPM_00027	Q44363	Conjugal transfer protein TraA	traA
POPGGIPM_00027	Q44363	Conjugal transfer protein TraA	traA
POPGGIPM_00027	P20085	Mobilization protein MobL	mobL
POPGGIPM_00027	P20085	Mobilization protein MobL	mobL
POPGGIPM_00029	P03847	Replication regulatory protein repA2 (Protein CopB)	repA2 copB
POPGGIPM_00029	Q7BSX2	Replication regulatory protein repA2 (Protein CopB)	repA2 copB L7006 ECO57PM67
POPGGIPM_00029	P62537	Replication regulatory protein repA2 (Protein CopB)	repA2 copB repB CP0258
POPGGIPM_00029	P62536	Replication regulatory protein repA2 (Protein CopB)	repA2 copB repB
POPGGIPM_00029	P13959	Replication regulatory protein RepA2 (Protein CopB)	repA2 copB ECOK12F006
POPGGIPM_00031	Q7CR17	Hemolysin expression-modulating protein Hha	hha STM0473
POPGGIPM_00031	A0A0H3N8G7	Hemolysin expression-modulating protein Hha	hha SL1344_0466
POPGGIPM_00031	P0ACE6	Hemolysin expression-modulating protein Hha	hha SF0405 S0412
POPGGIPM_00031	P0ACE3	Hemolysin expression-modulating protein Hha	hha b0460 JW0449
POPGGIPM_00031	P0ACE4	Hemolysin expression-modulating protein Hha	hha c0578
POPGGIPM_00031	P0ACE5	Hemolysin expression-modulating protein Hha	hha Z0573 ECs0513
POPGGIPM_00031	P0A3X0	Modulating protein YmoA (Histone-like protein)	ymoA hha YPO3138 y1046 YP_0793
POPGGIPM_00031	P0A3X1	Modulating protein YmoA (Histone-like protein)	ymoA hha
POPGGIPM_00031	Q3Z1Y0	OriC-binding nucleoid-associated protein (H-NS/StpA-binding protein 2) (Transcription modulator YdgT)	cnu ydgT SSON_1533
POPGGIPM_00031	P64470	OriC-binding nucleoid-associated protein (H-NS/StpA-binding protein 2) (Transcription modulator YdgT)	cnu ydgT SF1650 S1782
POPGGIPM_00032	Q99342	Uncharacterized endonuclease (EC 3.1.-.-) (ORFA)	
POPGGIPM_00032	Q7BSX4	Uncharacterized endonuclease (EC 3.1.-.-)	L7003 ECO57PM65
POPGGIPM_00032	P29769	Micrococcal nuclease (EC 3.1.31.1)	nuc
POPGGIPM_00032	P22997	Protein ParB (EC 3.1.-.-) (EC 3.1.12.-)	parB
POPGGIPM_00032	Q57519	Uncharacterized endonuclease HI_1296 (EC 3.1.-.-)	HI_1296
POPGGIPM_00032	F4IZC5	Staphylococcal-like nuclease CAN1 (EC 3.1.31.-) (Calcium-dependent nuclease 1) (AtCAN1) (Ca(2+)-dependent nuclease 1)	CAN1 CAN At3g56170 F18O21.130
POPGGIPM_00032	Q39635	Uncharacterized 38.1 kDa protein	
POPGGIPM_00032	F4IH31	Staphylococcal-like nuclease CAN2 (EC 3.1.31.-) (Calcium-dependent nuclease 2) (AtCAN2) (Ca(2+)-dependent nuclease 2)	CAN2 At2g40410 T3G21.18
POPGGIPM_00032	Q942N7	Probable staphylococcal-like nuclease CAN1 (EC 3.1.31.-) (Calcium-dependent nuclease 1) (Ca(2+)-dependent nuclease 1)	Os01g0166100 LOC_Os01g07200 OsJ_00507 P0701D05.20
POPGGIPM_00032	Q2QYR1	Probable staphylococcal-like nuclease CAN3 (EC 3.1.31.-) (Calcium-dependent nuclease 3) (Ca(2+)-dependent nuclease 3)	Os12g0109200 LOC_Os12g01830 OSJNBa0024J08
POPGGIPM_00034	P29367	Fertility inhibition protein (Conjugal transfer repressor)	finO
POPGGIPM_00034	P08315	Fertility inhibition protein (Conjugal transfer repressor)	finO
POPGGIPM_00034	P22707	Fertility inhibition protein (Conjugal transfer repressor)	finO
POPGGIPM_00034	Q05781	Fertility inhibition protein (Conjugal transfer repressor)	finO
POPGGIPM_00034	O82922	Fertility inhibition protein (Conjugal transfer repressor)	finO L7001 ECO57PM64
POPGGIPM_00034	Q6ZVD8	PH domain leucine-rich repeat-containing protein phosphatase 2 (EC 3.1.3.16) (PH domain leucine-rich repeat-containing protein phosphatase-like) (PHLPP-like)	PHLPP2 KIAA0931 PHLPPL
POPGGIPM_00035	Q99390	Uncharacterized 31.7 kDa protein in traX-finO intergenic region (ORFC)	
POPGGIPM_00035	P29368	Uncharacterized 31.7 kDa protein in traX-finO intergenic region	
POPGGIPM_00035	G2JHL6	Quorum-quenching protein AidA (Quorum-quenching enzyme) (QQ enzyme)	aidA ABZJ_02010
POPGGIPM_00035	A0A1L9WUI4	Thiohydrolase aneE (EC 3.1.-.-) (Aculenes biosynthesis cluster protein E)	aneE ASPACDRAFT_78840
POPGGIPM_00035	Q4WAY4	Polyketide transferase af380 (EC 2.3.1.-) (Fumagillin biosynthesis acyltransferase) (Fma-AT)	af380 fmaC AFUA_8G00380
POPGGIPM_00035	P76049	Uncharacterized protein YcjY	ycjY b1327 JW5804
POPGGIPM_00035	A0A0U5CNN8	Acyltransferase drtE (EC 2.3.-.-) (Drimane-type sesquiterpene ester biosynthesis cluster protein E) (Polyketide transferase drtE)	drtE ASPCAL02981
POPGGIPM_00035	A0A481WQ01	Polyketide transferase claH (EC 2.3.-.-) (Clavatol biosynthesis cluster protein H)	claH
POPGGIPM_00035	A0A6F8RQ06	Polyketide transferase grgF (EC 2.3.-.-) (Gregatin A biosynthesis cluster protein F) (Hydrolase grgF)	grgF
POPGGIPM_00035	S0EBV2	Polyketide transferase FFUJ_12241 (EC 2.3.-.-) (Fujikurins biosynthesis cluster protein FFUJ_12241)	FFUJ_12241
POPGGIPM_00036	P22710	Protein TraX	traX
POPGGIPM_00036	P22709	Protein TraX	traX ECOK12F105
POPGGIPM_00036	Q9ZCW3	Uncharacterized protein RP591	RP591
POPGGIPM_00037	P22706	Multifunctional conjugation protein TraI [Includes: DNA relaxase TraI (EC 5.6.2.1) (DNA nickase TraI) (Transesterase TraI); DNA helicase I (EC 3.6.4.12)]	traI
POPGGIPM_00037	P14565	Multifunctional conjugation protein TraI [Includes: DNA relaxase TraI (EC 5.6.2.1) (DNA nickase TraI) (Transesterase TraI); DNA helicase I (EC 3.6.4.12)]	traI ECOK12F104
POPGGIPM_00039	P17492	Replication protein	
POPGGIPM_00039	P17492	Replication protein	
POPGGIPM_00039	P22308	Replication initiation protein	repA
POPGGIPM_00039	P22308	Replication initiation protein	repA
POPGGIPM_00039	P62539	Replication initiation protein (Protein E) (Protein rep)	repE rep HCM1.137
POPGGIPM_00039	P62539	Replication initiation protein (Protein E) (Protein rep)	repE rep HCM1.137
POPGGIPM_00039	P62538	Replication initiation protein (Protein E) (Protein rep)	repE E rep
POPGGIPM_00039	P62538	Replication initiation protein (Protein E) (Protein rep)	repE E rep
POPGGIPM_00039	P03856	Replication initiation protein (Protein E) (Protein rep) (Protein F4)	repE E rep ECOK12F045
POPGGIPM_00039	P03856	Replication initiation protein (Protein E) (Protein rep) (Protein F4)	repE E rep ECOK12F045
POPGGIPM_00039	P18351	Uncharacterized 27.6 kDa protein (ORF 239)	
POPGGIPM_00039	P18351	Uncharacterized 27.6 kDa protein (ORF 239)	
POPGGIPM_00039	Q8GN33	Probable replication protein rep	rep BL1821
POPGGIPM_00041	Q44349	Conjugal transfer protein TraA	traA Atu6127 AGR_pTi_237
POPGGIPM_00041	Q44349	Conjugal transfer protein TraA	traA Atu6127 AGR_pTi_237
POPGGIPM_00041	Q44363	Conjugal transfer protein TraA	traA
POPGGIPM_00041	Q44363	Conjugal transfer protein TraA	traA
POPGGIPM_00041	P55418	Probable conjugal transfer protein TraA	traA NGR_a03980 y4dS
POPGGIPM_00041	P55418	Probable conjugal transfer protein TraA	traA NGR_a03980 y4dS
POPGGIPM_00041	Q8GN32	Probable mobilization protein MobA	mobA BL1822
POPGGIPM_00041	Q8GN32	Probable mobilization protein MobA	mobA BL1822
POPGGIPM_00041	P20085	Mobilization protein MobL	mobL
POPGGIPM_00041	P20085	Mobilization protein MobL	mobL
POPGGIPM_00041	P07112	Mobilization protein A (DNA strand transferase) [Includes: DNA relaxase (EC 5.6.2.1) (DNA nickase); DNA primase (EC 2.7.7.101)]	mobA repB
POPGGIPM_00041	P07112	Mobilization protein A (DNA strand transferase) [Includes: DNA relaxase (EC 5.6.2.1) (DNA nickase); DNA primase (EC 2.7.7.101)]	mobA repB
