Locus Tag	Entry	Protein names	Gene Names
MOBHGNKF_00024	P0A254	RepFIB replication protein A	repA repI
MOBHGNKF_00024	Q51651	RepFIB replication protein A	repA
MOBHGNKF_00024	Q51651	RepFIB replication protein A	repA
MOBHGNKF_00024	Q57154	RepFIB replication protein A	repB repA ECOK12F033
MOBHGNKF_00024	Q57154	RepFIB replication protein A	repB repA ECOK12F033
MOBHGNKF_00024	Q52347	RepFIB replication protein A	repA
MOBHGNKF_00024	Q52347	RepFIB replication protein A	repA
MOBHGNKF_00024	Q934T6	Replication protein RepA	repA HCM2.0131
MOBHGNKF_00024	Q934T6	Replication protein RepA	repA HCM2.0131
MOBHGNKF_00024	P24042	Replication protein RepA	repA
MOBHGNKF_00024	P24042	Replication protein RepA	repA
MOBHGNKF_00024	P05833	Protein RepA	repA
MOBHGNKF_00024	P05833	Protein RepA	repA
MOBHGNKF_00025	P56979	Probable site-specific recombinase	intM int ECOK12F032
MOBHGNKF_00025	P56979	Probable site-specific recombinase	intM int ECOK12F032
MOBHGNKF_00025	P56979	Probable site-specific recombinase	intM int ECOK12F032
MOBHGNKF_00025	Q47036	Probable site-specific recombinase in afa region	int
MOBHGNKF_00025	Q47036	Probable site-specific recombinase in afa region	int
MOBHGNKF_00025	Q47036	Probable site-specific recombinase in afa region	int
MOBHGNKF_00025	P18021	Resolvase (Protein D)	resD D
MOBHGNKF_00025	P18021	Resolvase (Protein D)	resD D
MOBHGNKF_00025	P18021	Resolvase (Protein D)	resD D
MOBHGNKF_00025	P06615	Resolvase (Protein D)	resD D ECOK12F044
MOBHGNKF_00025	P06615	Resolvase (Protein D)	resD D ECOK12F044
MOBHGNKF_00025	P06615	Resolvase (Protein D)	resD D ECOK12F044
MOBHGNKF_00025	P55632	Putative integrase/recombinase y4qK	NGR_a01870 y4qK
MOBHGNKF_00025	P0A0P1	Tyrosine recombinase XerD	xerD MW1451
MOBHGNKF_00025	P0A0P2	Tyrosine recombinase XerD	xerD
MOBHGNKF_00025	Q6G967	Tyrosine recombinase XerD	xerD SAS1437
MOBHGNKF_00025	Q6GGK1	Tyrosine recombinase XerD	xerD SAR1573
MOBHGNKF_00025	P0A0P0	Tyrosine recombinase XerD	xerD SA1328
MOBHGNKF_00028	P59444	Transposase InsC for insertion element IS2	insC1 SF0245; insC2 SF0879; insC3 SF0933; insC4 SF0960; insC5 SF1054; insC6 SF1165; insC7 SF1343; insC8 SF1463; insC9 SF1587; insC10 SF2011; insC11 SF2615; insC12 SF2694; insC13 SF2873; insC14 SF2984; insC15 SF3431; insC16 SF3512; insC17 SF3805; insC18 SF3873; insC19 SF3988; insC20 SF4097; insC21 SF4185
MOBHGNKF_00028	P59444	Transposase InsC for insertion element IS2	insC1 SF0245; insC2 SF0879; insC3 SF0933; insC4 SF0960; insC5 SF1054; insC6 SF1165; insC7 SF1343; insC8 SF1463; insC9 SF1587; insC10 SF2011; insC11 SF2615; insC12 SF2694; insC13 SF2873; insC14 SF2984; insC15 SF3431; insC16 SF3512; insC17 SF3805; insC18 SF3873; insC19 SF3988; insC20 SF4097; insC21 SF4185
MOBHGNKF_00028	P59444	Transposase InsC for insertion element IS2	insC1 SF0245; insC2 SF0879; insC3 SF0933; insC4 SF0960; insC5 SF1054; insC6 SF1165; insC7 SF1343; insC8 SF1463; insC9 SF1587; insC10 SF2011; insC11 SF2615; insC12 SF2694; insC13 SF2873; insC14 SF2984; insC15 SF3431; insC16 SF3512; insC17 SF3805; insC18 SF3873; insC19 SF3988; insC20 SF4097; insC21 SF4185
MOBHGNKF_00028	P0C5W3	Transposase InsC for insertion element IS2A/D/F/H/I/K	insC
MOBHGNKF_00028	P0C5W3	Transposase InsC for insertion element IS2A/D/F/H/I/K	insC
MOBHGNKF_00028	P0C5W3	Transposase InsC for insertion element IS2A/D/F/H/I/K	insC
MOBHGNKF_00028	P0CF48	Transposase InsC for insertion element IS2-9	JW5902
MOBHGNKF_00028	P0CF48	Transposase InsC for insertion element IS2-9	JW5902
MOBHGNKF_00028	P0CF48	Transposase InsC for insertion element IS2-9	JW5902
MOBHGNKF_00028	P0CF47	Transposase InsC for insertion element IS2-8	JW5900
MOBHGNKF_00028	P0CF47	Transposase InsC for insertion element IS2-8	JW5900
MOBHGNKF_00028	P0CF47	Transposase InsC for insertion element IS2-8	JW5900
MOBHGNKF_00028	P0CF46	Transposase InsC for insertion element IS2 on F plasmid	insC7 ybiA yuaJ ECOK12F021
MOBHGNKF_00028	P0CF46	Transposase InsC for insertion element IS2 on F plasmid	insC7 ybiA yuaJ ECOK12F021
MOBHGNKF_00028	P0CF46	Transposase InsC for insertion element IS2 on F plasmid	insC7 ybiA yuaJ ECOK12F021
MOBHGNKF_00028	P0CF45	Transposase InsC for insertion element IS2K	insC6 b4272 JW4229
MOBHGNKF_00028	P0CF45	Transposase InsC for insertion element IS2K	insC6 b4272 JW4229
MOBHGNKF_00028	P0CF45	Transposase InsC for insertion element IS2K	insC6 b4272 JW4229
MOBHGNKF_00028	P0CF44	Transposase InsC for insertion element IS2I	insC5 b3044 JW3012
MOBHGNKF_00028	P0CF44	Transposase InsC for insertion element IS2I	insC5 b3044 JW3012
MOBHGNKF_00028	P0CF44	Transposase InsC for insertion element IS2I	insC5 b3044 JW3012
MOBHGNKF_00028	P0CF43	Transposase InsC for insertion element IS2H	insC4 b2861 JW2829
MOBHGNKF_00028	P0CF43	Transposase InsC for insertion element IS2H	insC4 b2861 JW2829
MOBHGNKF_00028	P0CF43	Transposase InsC for insertion element IS2H	insC4 b2861 JW2829
MOBHGNKF_00028	P0CF42	Transposase InsC for insertion element IS2F	insC3 b1997 JW1978
MOBHGNKF_00028	P0CF42	Transposase InsC for insertion element IS2F	insC3 b1997 JW1978
MOBHGNKF_00028	P0CF42	Transposase InsC for insertion element IS2F	insC3 b1997 JW1978
MOBHGNKF_00028	P0CF41	Transposase InsC for insertion element IS2D	insC2 b1403 JW1400
MOBHGNKF_00028	P0CF41	Transposase InsC for insertion element IS2D	insC2 b1403 JW1400
MOBHGNKF_00028	P0CF41	Transposase InsC for insertion element IS2D	insC2 b1403 JW1400
MOBHGNKF_00029	Q56989	Hemin receptor	hmuR YPO0283 y0543 YP_0438
MOBHGNKF_00029	P31499	Hemin receptor	hemR
MOBHGNKF_00029	P31499	Hemin receptor	hemR
MOBHGNKF_00029	Q4QNS6	Heme/hemopexin utilization protein C	hxuC NTHI0369
MOBHGNKF_00029	P45357	Heme/hemopexin utilization protein C	hxuC
MOBHGNKF_00029	P44600	Heme/hemopexin utilization protein C	hxuC HI_0262
MOBHGNKF_00029	Q7VNU1	TonB-dependent heme receptor A	tdhA HD_0388
MOBHGNKF_00029	Q7VNU1	TonB-dependent heme receptor A	tdhA HD_0388
MOBHGNKF_00029	Q4QP67	TonB-dependent heme receptor A	tdhA hemR NTHI0202
MOBHGNKF_00029	Q4QP67	TonB-dependent heme receptor A	tdhA hemR NTHI0202
MOBHGNKF_00029	P44523	TonB-dependent heme receptor A	tdhA HI_0113
MOBHGNKF_00029	P44523	TonB-dependent heme receptor A	tdhA HI_0113
MOBHGNKF_00029	P0C6R0	Iron-regulated outer membrane virulence protein	irgA VC_0475
MOBHGNKF_00029	A5F9G0	Iron-regulated outer membrane virulence protein	irgA VC0395_A0028 VC395_0519
MOBHGNKF_00030	P44196	Uncharacterized protein HI_1427	HI_1427
MOBHGNKF_00031	P50360	Uncharacterized protein y4hP	NGR_a03340 y4hP
MOBHGNKF_00031	P50360	Uncharacterized protein y4hP	NGR_a03340 y4hP
MOBHGNKF_00031	P55504	Uncharacterized protein y4jD	NGR_a03120 y4jD
MOBHGNKF_00031	P55504	Uncharacterized protein y4jD	NGR_a03120 y4jD
MOBHGNKF_00031	P55630	Uncharacterized protein y4qI	NGR_a01890 y4qI
MOBHGNKF_00031	P55630	Uncharacterized protein y4qI	NGR_a01890 y4qI
MOBHGNKF_00031	Q9JMT1	Uncharacterized protein YuaH	yuaH ybhA ECOK12F019
MOBHGNKF_00031	Q9JMS9	Uncharacterized protein YuaK	yuaK ybiB ECOK12F022
MOBHGNKF_00032	P15026	Insertion sequence IS21 putative ATP-binding protein	istB
MOBHGNKF_00032	P15026	Insertion sequence IS21 putative ATP-binding protein	istB
MOBHGNKF_00032	P15026	Insertion sequence IS21 putative ATP-binding protein	istB
MOBHGNKF_00032	Q45619	Insertion sequence IS5376 putative ATP-binding protein	
MOBHGNKF_00032	Q45619	Insertion sequence IS5376 putative ATP-binding protein	
MOBHGNKF_00032	Q45619	Insertion sequence IS5376 putative ATP-binding protein	
MOBHGNKF_00032	Q99338	Insertion sequence IS232 putative ATP-binding protein	
MOBHGNKF_00032	Q99338	Insertion sequence IS232 putative ATP-binding protein	
MOBHGNKF_00032	Q99338	Insertion sequence IS232 putative ATP-binding protein	
MOBHGNKF_00032	Q45120	Insertion sequence IS21-like putative ATP-binding protein	tnpB
MOBHGNKF_00032	Q45120	Insertion sequence IS21-like putative ATP-binding protein	tnpB
MOBHGNKF_00032	P55500	Putative insertion sequence ATP-binding protein y4iQ/y4nD/y4sD	NGR_a03160 y4iQ; NGR_a02380 y4nD; NGR_a01680 y4sD
MOBHGNKF_00032	P55500	Putative insertion sequence ATP-binding protein y4iQ/y4nD/y4sD	NGR_a03160 y4iQ; NGR_a02380 y4nD; NGR_a01680 y4sD
MOBHGNKF_00032	P55500	Putative insertion sequence ATP-binding protein y4iQ/y4nD/y4sD	NGR_a03160 y4iQ; NGR_a02380 y4nD; NGR_a01680 y4sD
MOBHGNKF_00032	P55617	Putative insertion sequence ATP-binding protein y4pL	NGR_a02000 y4pL
MOBHGNKF_00032	P55617	Putative insertion sequence ATP-binding protein y4pL	NGR_a02000 y4pL
MOBHGNKF_00032	P55617	Putative insertion sequence ATP-binding protein y4pL	NGR_a02000 y4pL
MOBHGNKF_00032	Q53200	Putative insertion sequence ATP-binding protein y4uH	NGR_a01320 y4uH
MOBHGNKF_00032	Q53200	Putative insertion sequence ATP-binding protein y4uH	NGR_a01320 y4uH
MOBHGNKF_00032	Q53200	Putative insertion sequence ATP-binding protein y4uH	NGR_a01320 y4uH
MOBHGNKF_00032	Q50701	Putative ATP-binding protein Rv3427c in insertion sequence	Rv3427c MTCY78.02
MOBHGNKF_00032	Q50701	Putative ATP-binding protein Rv3427c in insertion sequence	Rv3427c MTCY78.02
MOBHGNKF_00032	Q50701	Putative ATP-binding protein Rv3427c in insertion sequence	Rv3427c MTCY78.02
MOBHGNKF_00032	P55380	Putative insertion sequence ATP-binding protein y4bM/y4kI/y4tA	NGR_a00170 y4bM; NGR_a02870 y4kI; NGR_a01570 y4tA
MOBHGNKF_00032	P55380	Putative insertion sequence ATP-binding protein y4bM/y4kI/y4tA	NGR_a00170 y4bM; NGR_a02870 y4kI; NGR_a01570 y4tA
MOBHGNKF_00032	P55380	Putative insertion sequence ATP-binding protein y4bM/y4kI/y4tA	NGR_a00170 y4bM; NGR_a02870 y4kI; NGR_a01570 y4tA
MOBHGNKF_00032	P55923	Insertion sequence IS408 putative ATP-binding protein (ORF2)	Bmul_4731 BMULJ_03784; Bmul_5629 BMULJ_05880; Bmul_5782 BMULJ_05739; Bmul_6207 BMULJ_06212
MOBHGNKF_00032	P55923	Insertion sequence IS408 putative ATP-binding protein (ORF2)	Bmul_4731 BMULJ_03784; Bmul_5629 BMULJ_05880; Bmul_5782 BMULJ_05739; Bmul_6207 BMULJ_06212
MOBHGNKF_00032	P55923	Insertion sequence IS408 putative ATP-binding protein (ORF2)	Bmul_4731 BMULJ_03784; Bmul_5629 BMULJ_05880; Bmul_5782 BMULJ_05739; Bmul_6207 BMULJ_06212
MOBHGNKF_00033	Q45618	Putative transposase for insertion sequence element IS5376	
MOBHGNKF_00033	Q45618	Putative transposase for insertion sequence element IS5376	
MOBHGNKF_00033	Q45618	Putative transposase for insertion sequence element IS5376	
MOBHGNKF_00033	P15025	Transposase for insertion sequence element IS21	istA
MOBHGNKF_00033	P15025	Transposase for insertion sequence element IS21	istA
MOBHGNKF_00033	P15025	Transposase for insertion sequence element IS21	istA
MOBHGNKF_00033	P16944	Transposase for insertion sequence element IS640	istA
MOBHGNKF_00033	P16944	Transposase for insertion sequence element IS640	istA
MOBHGNKF_00033	Q46087	Transposase	nmoT
MOBHGNKF_00033	Q46087	Transposase	nmoT
MOBHGNKF_00033	Q45119	Transposase for insertion sequence element IS21-like	tnpA
MOBHGNKF_00033	Q45119	Transposase for insertion sequence element IS21-like	tnpA
MOBHGNKF_00033	P0A135	Transposase for insertion sequences IS1326/IS1353	istA
MOBHGNKF_00033	P0A135	Transposase for insertion sequences IS1326/IS1353	istA
MOBHGNKF_00033	P0A135	Transposase for insertion sequences IS1326/IS1353	istA
MOBHGNKF_00033	P0A134	Transposase for insertion sequences IS1326/IS1353	istA
MOBHGNKF_00033	P0A134	Transposase for insertion sequences IS1326/IS1353	istA
MOBHGNKF_00033	P0A134	Transposase for insertion sequences IS1326/IS1353	istA
MOBHGNKF_00033	Q64NF0	Transposase for insertion sequence element IS21-like	tnpA BF4241
MOBHGNKF_00033	Q64NF0	Transposase for insertion sequence element IS21-like	tnpA BF4241
MOBHGNKF_00033	Q99335	Transposase for insertion sequence element IS232	
MOBHGNKF_00033	Q99335	Transposase for insertion sequence element IS232	
MOBHGNKF_00033	Q99335	Transposase for insertion sequence element IS232	
MOBHGNKF_00033	Q50700	Putative transposase Rv3428c	Rv3428c MTCY78.01
MOBHGNKF_00033	Q50700	Putative transposase Rv3428c	Rv3428c MTCY78.01
MOBHGNKF_00033	Q50700	Putative transposase Rv3428c	Rv3428c MTCY78.01
MOBHGNKF_00034	Q51649	Putative transposase for insertion sequence IS408	Bmul_4730 BMULJ_03785; Bmul_5628 BMULJ_05881; Bmul_6206 BMULJ_06213
MOBHGNKF_00034	Q51649	Putative transposase for insertion sequence IS408	Bmul_4730 BMULJ_03785; Bmul_5628 BMULJ_05881; Bmul_6206 BMULJ_06213
MOBHGNKF_00034	Q53201	Putative transposase y4uI	NGR_a01310 y4uI
MOBHGNKF_00034	Q53201	Putative transposase y4uI	NGR_a01310 y4uI
MOBHGNKF_00034	P55379	Putative transposase y4bL/y4kJ/y4tB	NGR_a00180 y4bL; NGR_a02860 y4kJ; NGR_a01560 y4tB
MOBHGNKF_00034	P55379	Putative transposase y4bL/y4kJ/y4tB	NGR_a00180 y4bL; NGR_a02860 y4kJ; NGR_a01560 y4tB
MOBHGNKF_00034	Q51761	Putative transposase for insertion sequence IS1162	
MOBHGNKF_00034	Q51761	Putative transposase for insertion sequence IS1162	
MOBHGNKF_00034	Q50700	Putative transposase Rv3428c	Rv3428c MTCY78.01
MOBHGNKF_00034	Q50700	Putative transposase Rv3428c	Rv3428c MTCY78.01
MOBHGNKF_00034	Q50700	Putative transposase Rv3428c	Rv3428c MTCY78.01
MOBHGNKF_00034	P15025	Transposase for insertion sequence element IS21	istA
MOBHGNKF_00034	P15025	Transposase for insertion sequence element IS21	istA
MOBHGNKF_00034	P15025	Transposase for insertion sequence element IS21	istA
MOBHGNKF_00034	Q99335	Transposase for insertion sequence element IS232	
MOBHGNKF_00034	Q99335	Transposase for insertion sequence element IS232	
MOBHGNKF_00034	Q99335	Transposase for insertion sequence element IS232	
MOBHGNKF_00034	Q45618	Putative transposase for insertion sequence element IS5376	
MOBHGNKF_00034	Q45618	Putative transposase for insertion sequence element IS5376	
MOBHGNKF_00034	Q45618	Putative transposase for insertion sequence element IS5376	
MOBHGNKF_00034	P0A135	Transposase for insertion sequences IS1326/IS1353	istA
MOBHGNKF_00034	P0A135	Transposase for insertion sequences IS1326/IS1353	istA
MOBHGNKF_00034	P0A135	Transposase for insertion sequences IS1326/IS1353	istA
MOBHGNKF_00034	P0A134	Transposase for insertion sequences IS1326/IS1353	istA
MOBHGNKF_00034	P0A134	Transposase for insertion sequences IS1326/IS1353	istA
MOBHGNKF_00034	P0A134	Transposase for insertion sequences IS1326/IS1353	istA
MOBHGNKF_00035	P19766	Insertion element IS1 protein InsB	insB
MOBHGNKF_00035	P19766	Insertion element IS1 protein InsB	insB
MOBHGNKF_00035	P19766	Insertion element IS1 protein InsB	insB
MOBHGNKF_00035	P19766	Insertion element IS1 protein InsB	insB
MOBHGNKF_00035	P19766	Insertion element IS1 protein InsB	insB
MOBHGNKF_00035	P19766	Insertion element IS1 protein InsB	insB
MOBHGNKF_00035	P19765	Insertion element IS1 protein InsB	insB1 SF0291; insB2 SF1001; insB3 SF1242; insB4 SF1385; insB5 SF1492; insB6 SF1510; insB7 SF1733; insB8 SF1759; insB9 SF1942; insB10 SF2013; insB11 SF2077; insB12 SF2184; insB13 SF2950; insB14 SF3086; insB15 SF3136; insB16 SF3174; insB17 SF3601; insB18 SF3625; insB19 SF3637; insB20 SF3832; insB21 SF3882; insB22 SF3946; insB23 SF3972; insB24 SF4042; insB25 SF4301
MOBHGNKF_00035	P19765	Insertion element IS1 protein InsB	insB1 SF0291; insB2 SF1001; insB3 SF1242; insB4 SF1385; insB5 SF1492; insB6 SF1510; insB7 SF1733; insB8 SF1759; insB9 SF1942; insB10 SF2013; insB11 SF2077; insB12 SF2184; insB13 SF2950; insB14 SF3086; insB15 SF3136; insB16 SF3174; insB17 SF3601; insB18 SF3625; insB19 SF3637; insB20 SF3832; insB21 SF3882; insB22 SF3946; insB23 SF3972; insB24 SF4042; insB25 SF4301
MOBHGNKF_00035	P19765	Insertion element IS1 protein InsB	insB1 SF0291; insB2 SF1001; insB3 SF1242; insB4 SF1385; insB5 SF1492; insB6 SF1510; insB7 SF1733; insB8 SF1759; insB9 SF1942; insB10 SF2013; insB11 SF2077; insB12 SF2184; insB13 SF2950; insB14 SF3086; insB15 SF3136; insB16 SF3174; insB17 SF3601; insB18 SF3625; insB19 SF3637; insB20 SF3832; insB21 SF3882; insB22 SF3946; insB23 SF3972; insB24 SF4042; insB25 SF4301
